Полное наименование лицензиата;Сокращенное наименование;Организационно-правовая форма;Адрес места нахождения;ОГРН;ИНН;Номер телефона;Адрес электронной почты;Регион
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАТУМ-Д""";"ООО ""ФАТУМ-Д""";Общества с ограниченной ответственностью;420141, РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН), Г. КАЗАНЬ, УЛ. КУЛ ГАЛИ, Д. 24, ОФИС 8;1161690155494;1659175759;(843) 211-21-55;info@fatum.ru;республика татарстан (татарстан)
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАУСТИНО ПРИЕТО""";"ООО ""ФАУСТИНО ПРИЕТО""";Общества с ограниченной ответственностью;119019, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ АРБАТ, УЛ АРБАТ, Д. 6/2, ПОМЕЩ. 2/1/4;5157746211871;7704341088;+7 926 128-23-83;prieto.faustino@yandex.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФБ ГРУПП""";"ООО ""ФБ ГРУПП""";Общества с ограниченной ответственностью;115230, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ НАГАТИНО-САДОВНИКИ, Ш КАШИРСКОЕ, Д. 13Б, ПОМЕЩ./ЭТ./КОМ. I/8/21;1127746599276;7706779078;+7 (495) 740-23-43;fbg@fbgroup.su;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФБ ТЕЛЕКОМ""";"ООО ""ФБ ТЕЛЕКОМ""";Общества с ограниченной ответственностью;658701, АЛТАЙСКИЙ КРАЙ, муниципальный район КАМЕНСКИЙ, Г.П. Г КАМЕНЬ-НА-ОБИ, Г. КАМЕНЬ-НА-ОБИ, УЛ ПУШКИНА, ЗД. 43Б;1235400045066;5402080340;+7 (923) 162-47-14;n.fokin@myfbt.ru;алтайский край
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФДМ""";"ООО ""ФДМ""";Общества с ограниченной ответственностью;680000, ХАБАРОВСКИЙ КРАЙ, Г. ХАБАРОВСК, УЛ. ДЗЕРЖИНСКОГО, Д.21А;1132721007814;2721205495;(4212)39-01-01;andrey@pcomm.khn.ru;хабаровский край
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕДЕРАЛЬНАЯ ПОЧТОВАЯ СЛУЖБА""";"ООО ""ФПС""";Общества с ограниченной ответственностью;600006, ВЛАДИМИРСКАЯ ОБЛАСТЬ, городской округ ГОРОД ВЛАДИМИР, Г ВЛАДИМИР, СПУСК КОММУНАЛЬНЫЙ, Д. 1, ПОМЕЩ. 9;1123328000916;3328481205;+7 (4922) 49-43-09;vladimir_ruk@f-post.ru;владимирская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕДЕРАЛЬНАЯ ПОЧТОВАЯ СЛУЖБА""";"ООО ""ФПС""";Общества с ограниченной ответственностью;196246, Г.САНКТ-ПЕТЕРБУРГ, Ш ПУЛКОВСКОЕ, Д. 40, К. 2 ЛИТЕРА А, КВ. 33;1147847314010;7813597114;89201130700;info@f-post.ru;г.санкт-петербург
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕДЕРАЛЬНАЯ ПОЧТОВАЯ СЛУЖБА""";"ООО ""ФПС""";Общества с ограниченной ответственностью;420111, РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН), Г. КАЗАНЬ, УЛ. МОСКОВСКАЯ, Д. 17, ПОМЕЩ. 1;1131690089970;1655283217;+7 (843) 2060799;kazan_ruk_2@f-post.ru;республика татарстан (татарстан)
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕДЕРАЛЬНОЕ УНИВЕРСАЛЬНОЕ ПРЕДПРИЯТИЕ""";"ООО ""ФУП""";Общества с ограниченной ответственностью;430005, РЕСПУБЛИКА МОРДОВИЯ, Г САРАНСК, УЛ ПРОЛЕТАРСКАЯ, Д. 42А;1131326002906;1326225643;+7-927-276-77-40;fuprf13@mail.ru;республика мордовия
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС ТЕЛЕСЕТИ""";"ООО ""ФЕНИКС ТС""";Общества с ограниченной ответственностью;622904, СВЕРДЛОВСКАЯ ОБЛАСТЬ, ПРИГОРОДНЫЙ Р-Н, ПГТ ГОРНОУРАЛЬСКИЙ, Д. 14, 12;1096615000019;6615012820;+7 (912) 209-94-28;fenix-ts@mail.ru;свердловская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";"ООО ""ФЕНИКС""";Общества с ограниченной ответственностью;633456, НОВОСИБИРСКАЯ ОБЛАСТЬ, ТОГУЧИНСКИЙ Р-Н, Г. ТОГУЧИН, УЛ. ЛАПИНА, Д. 1/2;1155476127146;5438000356;89231770534;2860793@bk.ru;новосибирская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";"ООО ""ФЕНИКС""";Общества с ограниченной ответственностью;646350, ОМСКАЯ ОБЛАСТЬ, КОЛОСОВСКИЙ Р-Н, С. КОЛОСОВКА, УЛ. СВЕРДЛОВА, Д.12;1065535017294;5516003075;+7 950 796-01-02;ooofeniks1212@yandex.ru;омская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";"ООО ""ФЕНИКС""";Общества с ограниченной ответственностью;121087, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ ФИЛЕВСКИЙ ПАРК, УЛ БАРКЛАЯ, Д. 6, СТР. 5, ПОМЕЩ. 8/2;1197746464937;7730252349;+7-495-098-50-00;info@fenixtel.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";"ООО ""ФЕНИКС""";Общества с ограниченной ответственностью;420054, РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН), городской округ ГОРОД КАЗАНЬ, Г КАЗАНЬ, ТЕР ГСК ВПЕРЕД-2, Г-Ж 765;1211600077050;1655466210;7-917-230-97-97;dimovas5293@mail.ru;республика татарстан (татарстан)
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";"ООО ""ФЕНИКС""";Общества с ограниченной ответственностью;194156, Г.САНКТ-ПЕТЕРБУРГ, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ СВЕТЛАНОВСКОЕ, УЛ ЗЕЛЕНОГОРСКАЯ, Д. 4, ЛИТЕРА А, ПОМЕЩ. 230Н;1167847089068;7802563811;8-812-702-48-48;nina@telekom-24.ru;г.санкт-петербург
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС.ПЛАТФОРМА""";"ООО ""ФЕНИКС.ПЛАТФОРМА""";Общества с ограниченной ответственностью;196233, Г.САНКТ-ПЕТЕРБУРГ, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ ГАГАРИНСКОЕ, УЛ ТИПАНОВА, Д. 38, ЛИТЕРА А, ПОМЕЩ. 58-Н, КАБ. 4;1227800048772;7810945074;+7(812)448-13-58;mail@phoenix-lab.ru;г.санкт-петербург
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕРРУМ АЙТИ ГРУП""";"ООО ""ФЕРРУМ АЙТИ ГРУП""";Общества с ограниченной ответственностью;119192, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ РАМЕНКИ, ПР-КТ МИЧУРИНСКИЙ, Д. 11, К. 2, ПОМЕЩ. 496;1227700676873;9729332106;+7 495 147 88 13;ZONTEH30@GMAIL.COM;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИБЕРНЕТИКА""";"ООО ""ФИБЕРНЕТИКА""";Общества с ограниченной ответственностью;119313, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ ЛОМОНОСОВСКИЙ, ПР-КТ ЛЕНИНСКИЙ, Д. 95, ПОМЕЩ. 10Ц;1237700627350;7736353632;+7 (985) 011-23-50;info@fibernetica.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИБЕРОПТИК""";"ООО ""ФИБЕРОПТИК""";Общества с ограниченной ответственностью;344065, РОСТОВСКАЯ ОБЛАСТЬ, Г. РОСТОВ-НА-ДОНУ, УЛ. 50-ЛЕТИЯ РОСТСЕЛЬМАША, Д. 2Г, ОФИС 211;1206100015660;6166118978;+7 (903) 406-35-71;2211212@inbox.ru;ростовская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЗТЕХ ТЕЛЕКОМ""";"ООО ""ФИЗТЕХ ТЕЛЕКОМ""";Общества с ограниченной ответственностью;127495, Г.МОСКВА, Ш ДОЛГОПРУДНЕНСКОЕ, Д. 3, ЭТ 3 ПОМ № VIII КОМ ЧАСТЬ 23А;1197746586674;9715363827;+7 495 532-79-40;fttelecom@yandex.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИКСТЕЛЕКОМ""";"ООО ""ФИКСТЕЛЕКОМ""";Общества с ограниченной ответственностью;672000, ЗАБАЙКАЛЬСКИЙ КРАЙ, городской округ ГОРОД ЧИТА, Г ЧИТА, УЛ ПОЛИНЫ ОСИПЕНКО, Д. 3;1237500008118;7500015640;+7 (961) 879-83-59;support@fix-tel.ru;забайкальский край
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛАНКО САНКТ-ПЕТЕРБУРГ""";"ООО ""ФИЛАНКО СПБ""";Общества с ограниченной ответственностью;190013, Г.САНКТ-ПЕТЕРБУРГ, УЛ. РУЗОВСКАЯ, Д. 8, ЛИТЕР Б, ПОМ 10-Н Ч. ОФИСА 500;1137847244204;7838492138;+7 812 677-91-11;spb@filanco.ru;г.санкт-петербург
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛАРЕТ МЕДИА""";"ООО ""ФИЛАРЕТ МЕДИА""";Общества с ограниченной ответственностью;143721, МОСКОВСКАЯ ОБЛАСТЬ, муниципальный округ ШАХОВСКАЯ, Д НЕЧЕСОВО, Д. 24А;1235000026359;5017131723;+7 (499) 110-02-83;filaret-media@mail.ru;московская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛИ-ТЕЛЕКОМ""";"ООО ""ФИЛИ-ТЕЛЕКОМ""";Общества с ограниченной ответственностью;121352, Г.МОСКВА, УЛ. ДАВЫДКОВСКАЯ, Д. 12, К. 7, КОМ. 6;1147746962626;7723918420;+7 499 502-83-30;adm@fili.msk.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛЛКОМ""";"ООО ""ФИЛЛКОМ""";Общества с ограниченной ответственностью;127282, Г.МОСКВА, внутригородская территория города федерального значения МУНИЦИПАЛЬНЫЙ ОКРУГ СЕВЕРНОЕ МЕДВЕДКОВО, УЛ ШИРОКАЯ, Д. 10, К. 2, КВ. 106;1237700545411;9715458194;+7 (909) 164-50-60;ndryagalina@mail.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНСОВАЯ КОМПАНИЯ ИМПЕРАТИВ""";"ООО ""ФК ИМПЕРАТИВ""";Общества с ограниченной ответственностью;386102, РЕСПУБЛИКА ИНГУШЕТИЯ, Г. НАЗРАНЬ, ТЕР ЦЕНТРАЛЬНЫЙ ОКРУГ, УЛ. МОСКОВСКАЯ, Д. 29, К. А;1160608053319;0608043329;+7 964 028-72-77;szurabov@mail.ru;республика ингушетия
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНСОВАЯ ТЕХНОЛОГИЯ""";"ООО ""ФИНАНСОВАЯ ТЕХНОЛОГИЯ""";Общества с ограниченной ответственностью;140700, МОСКОВСКАЯ ОБЛАСТЬ, ШАТУРА Г, УЛ ИНТЕРНАЦИОНАЛЬНАЯ, Д. 17, 18;1025006466924;5049013271;+7 (916) 168-85-54;info@radio-city.fm;московская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНСРЕСУРС""";"ООО ""ФИНАНСРЕСУРС""";Общества с ограниченной ответственностью;111558, Г.МОСКВА, ПР-КТ СВОБОДНЫЙ, Д. 33А, ОФИС 4;1057748790538;7708578539;+7 (499) 426-12-33;fr@demtrans.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНДОРСЕРВИС""";"ООО ""ФИНДОРСЕРВИС""";Общества с ограниченной ответственностью;364903, ЧЕЧЕНСКАЯ РЕСПУБЛИКА, Г. ГРОЗНЫЙ, ПР-КТ ИМ В.В.ПУТИНА, Д. 18А/87, КОМ. 3;1162036058612;2013006028;+7 (995) 807-67-67;bckfv1982@gmail.com;чеченская республика
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНПРОМ-ИНЖИНИРИНГ""";"ООО ""ФИНПРОМ-ИНЖИНИРИНГ""";Общества с ограниченной ответственностью;199034, Г.САНКТ-ПЕТЕРБУРГ, ЛН. 14-Я В.О., Д. 5, ЛИТЕР К, ПОМ. 2-Н ОФИС №5;5067847367396;7842342777;+7 (812) 676-53-24;info@finpromgk.ru;г.санкт-петербург
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИОРД ТВ""";"ООО ""ФИОРД ТВ""";Общества с ограниченной ответственностью;109240, Г.МОСКВА, УЛ. ВЕРХНЯЯ РАДИЩЕВСКАЯ, Д.4, СТР.3;1117746532078;7705954993;(495) 641-5300;kji@fiord.ru;г.москва
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""БИС""";"ООО ""ФИРМА ""БИС""";Общества с ограниченной ответственностью;450001, РЕСПУБЛИКА БАШКОРТОСТАН, городской округ ГОРОД УФА, Г УФА, ПР-КТ ОКТЯБРЯ, Д. 4/2;1020202765527;0275023387;+8 347 290-04-12;bis02@ufanet.ru;республика башкортостан
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""ДИАЛОГ-К""";"ООО ""ФИРМА ""ДИАЛОГ-К""";Общества с ограниченной ответственностью;141292, МОСКОВСКАЯ ОБЛАСТЬ, ПУШКИНО Г., Г. КРАСНОАРМЕЙСК, УЛ. КОМСОМОЛЬСКАЯ, Д. 4, ПОМЕЩ. 25;1025004912460;5023000616;+7 (985) 970-97-57;logvenov.a@dialog-k.ru;московская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""ДОН-ПУЛЬС""";"ООО ""ФИРМА ""ДОН-ПУЛЬС""";Общества с ограниченной ответственностью;347380, РОСТОВСКАЯ ОБЛАСТЬ, Г. ВОЛГОДОНСК, УЛ. ДРУЖБЫ, Д.5;1026101928973;6143014348;86392-401-20;fdp@volgodonsk.ru;ростовская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""ИНТЕГРАЛ""";"ООО ""ФИРМА ""ИНТЕГРАЛ""";Общества с ограниченной ответственностью;140700, МОСКОВСКАЯ ОБЛАСТЬ, ШАТУРА Г, УЛ ЭНЕРГЕТИКОВ, Д. 8А;1025006467155;5049009370;+7 (916) 127-56-60;Lawwin@yandex.ru;московская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""РАДИСТ""";"ООО ""ФИРМА ""РАДИСТ""";Общества с ограниченной ответственностью;344011, РОСТОВСКАЯ ОБЛАСТЬ, Г. РОСТОВ-НА-ДОНУ, УЛ. ВАРФОЛОМЕЕВА, Д. 203;1156196032299;6165192048;(863)269-58-88;radist2018@bk.ru;ростовская область
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""СВЯЗЬ""";"ООО ""ФИРМА ""СВЯЗЬ""";Общества с ограниченной ответственностью;353691, КРАСНОДАРСКИЙ КРАЙ, ЕЙСКИЙ Р-Н, Г ЕЙСК, УЛ КРАСНАЯ, Д. 59;1022301122689;2306003330;+7 (861) 217-68-58;info_fs@soyka.su;краснодарский край
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""СЕЛЕНА""";"ООО ""ФИРМА ""СЕЛЕНА""";Общества с ограниченной ответственностью;121087, Г.МОСКВА, УЛ. БАРКЛАЯ, Д. 6, СТР. 26, КОМ. 2;1024900959940;4900002784;8 (495) 969-32-25;info@pozharsystem.ru;г.москва
